id	COG	KEGG_KOs	ann_egg
GL50803_5999	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_14083	S	K14721	Sin-like protein conserved region
GL50803_37985	Z		heavy chain
GL50803_61708	S	K16912	LAS1-like (S. cerevisiae)
GL50803_16728	T	K01110	PHOsphatase
GL50803_16729	S	K16488	Family with sequence similarity 184, member A
GL50803_2013	O	K07390	Glutaredoxin
GL50803_16833	S		WNT inhibitory factor 1
GL50803_2101	F	K01489	cytidine deaminase
GL50803_16834	T	K06683,K08838	mitogen-activated protein kinase kinase kinase
GL50803_10840	K	K03020,K03027	DNA-directed RNA polymerases I and III
GL50803_29327	U	K12191	Charged multivesicular body protein
GL50803_10843	O		protease, serine, 16 (thymus)
GL50803_15304	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_15305	S	K01069	Hydroxyacylglutathione hydrolase
GL50803_15306	E	K10645	Ankyrin Repeat
GL50803_10855	E	K09257,K18410	Ankyrin Repeat
GL50803_10856	U	K15296	attachment protein
GL50803_10858	K, O		chromosome 12 open reading frame 10
GL50803_15307	S		Nitroreductase family
GL50803_14400	U, Y	K14297	Nuclear protein 96
GL50803_7246	O	K09570	Peptidyl-prolyl cis-trans isomerase
GL50803_14401	Z	K04648,K10392,K11498	kinesin K39
GL50803_91643	O	K03032	26S proteasome
GL50803_21750	F	K00948	ribose-phosphate pyrophosphokinase
GL50803_103285	J	K14415,K14550	U3 small nucleolar RNA-associated protein 10
GL50803_15219	S	K12472	Viral A-type inclusion protein
GL50803_10459	J	K02920,K14566	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)
GL50803_15218	S		WD repeat domain 16
GL50803_15216	S		Spermatogenesis associated 4
GL50803_10450	O	K01802,K03773,K09568,K09571	Peptidyl-prolyl cis-trans isomerase
GL50803_15215	G, T	K15423	serine threonine-protein phosphatase
GL50803_15214	G, T	K15423	serine threonine-protein phosphatase
GL50803_16636	U	K07877,K07878,K07976	Ras-related protein
GL50803_32786	S	K05635	Laminin, alpha
GL50803_2796	T	K04409,K04410,K08838	serine threonine-protein kinase
GL50803_16639	B, K	K07179,K07739	Elongator complex protein
GL50803_113163	S		regulation of RNA biosynthetic process
GL50803_90418	S		family with sequence similarity 135, member
GL50803_3313	E	K00830	Aminotransferase
GL50803_17501	S		Zinc finger protein
GL50803_5921	O	K10578,K14965	ubiquitin-conjugating enzyme
GL50803_14064	B		high mobility group
GL50803_5919	P		Metal tolerance protein
GL50803_17502	G	K05284	Mannosyltransferase
GL50803_5910	A	K17677	Dead deah box helicase
GL50803_90402	F		adenylate kinase
GL50803_32398	T	K04354	protein phosphatase 2, regulatory subunit B
GL50803_10822	S	K14810	WD repeat domain phosphoinositide-interacting protein
GL50803_15295	S		ring finger and CHY zinc finger
GL50803_10825	L	K03546	Involved in DNA double-strand break repair (DSBR). The Rad50 Mre11 complex possesses single-strand endonuclease activity and ATP-dependent double-strand-specific 3'-5' exonuclease activity. Rad50 provides an ATP-dependent control of Mre11 by unwinding and or repositioning DNA ends into the Mre11 active site (By similarity)
GL50803_15297	G	K00852	ribokinase
GL50803_10829	G	K02564,K03549	Glucosamine-6-phosphate
GL50803_90425	K		Chromosome 2 open reading frame 18
GL50803_113143	U		Beige BEACH domain containing protein
GL50803_17505	D	K06627	Cyclin, C-terminal domain
GL50803_10254	Z		WD repeat domain 78
GL50803_10255	J	K03257,K13025	ATP-dependent RNA helicase which is a subunit of the eIF4F complex involved in cap recognition and is required for mRNA binding to ribosome. In the current model of translation initiation, eIF4A unwinds RNA secondary structures in the 5'-UTR of mRNAs which is necessary to allow efficient binding of the small ribosomal subunit, and subsequent scanning for the initiator codon
GL50803_113137	S	K15492	Component of the spindle pole body (SPB) required for the proper execution of spindle pole body (SPB) duplication. Potential role in cross-linking filaments or anchoring other molecules. It is essential for growth (By similarity)
GL50803_10261	K		MIZ/SP-RING zinc finger
GL50803_17508	S	K07608,K07610	Intermediate filament protein
GL50803_113133			
GL50803_15156	U	K03106	Signal recognition particle
GL50803_15157			
GL50803_15158	S		VSP with INR
GL50803_61724	T		Ribosomal protein S6
GL50803_17510	B, K	K08863,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_87628	S		regulation of RNA biosynthetic process
GL50803_20802	S	K01965,K15308,K18753	zinc finger
GL50803_6584	S	K06654	CYC2-like cyclin
GL50803_22802	J	K14574	Ribosome maturation protein
GL50803_22806	S		coiled-coil domain containing 96
GL50803_7748	O	K01359,K08654,K12813	proprotein convertase subtilisin kexin type
GL50803_22808	J	K01892	Histidyl-trna synthetase
GL50803_14670	O	K01829,K08056,K09580,K13996	Protein disulfide isomerase
GL50803_8245	G	K02564,K03549	Glucosamine-6-phosphate
GL50803_8243	L	K02350,K14567	Small nucleolar
GL50803_8242	J	K11130	more specifically in 18S rRNA pseudouridylation and in cleavage of pre-rRNA (By similarity)
GL50803_8241	O	K03868,K06265	RinG-box protein
GL50803_8235	B, K	K08286,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_17516	O		cathepsin
GL50803_8228	K	K01509,K11654,K11727	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member
GL50803_8227	Q		(ABC) transporter
GL50803_87677	T	K08863,K15502,K15503	NIMA-related kinase
GL50803_4502	U	K10949	Required for the retention of luminal endoplasmic reticulum proteins. Determines the specificity of the luminal ER protein retention system. Also required for normal vesicular traffic through the Golgi (By similarity)
GL50803_17518	S	K17608	Striatin, calmodulin binding protein
GL50803_8064	O	K09584,K13984,K13996	Protein disulfide isomerase
GL50803_8061	K	K12580	CCR4-NOT transcription complex, subunit 3
GL50803_14622	J	K02873,K10755	60S ribosomal protein L13
GL50803_14620	J	K02991	40s ribosomal protein s6
GL50803_17520	O	K03695	Heat shock protein
GL50803_2483	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_38901			
GL50803_113094	T		Ribosomal protein S6
GL50803_61815	S		Retrotransposon protein
GL50803_61818	S		Retrotransposon protein
GL50803_60547	S		Retrotransposon protein
# 2819 queries scanned			
# Total time (seconds): 496.937583923			
# Rate: 5.67 q/s			
